Date,High
20-Jan-24,"2,489.85"
19-Jan-24,"2,501.31"
18-Jan-24,"2,546.26"
17-Jan-24,"2,592.74"
16-Jan-24,"2,613.57"
15-Jan-24,"2,550.77"
14-Jan-24,"2,578.33"
13-Jan-24,"2,589.08"
12-Jan-24,"2,710.42"
11-Jan-24,"2,687.78"
10-Jan-24,"2,626.98"
9-Jan-24,"2,369.64"
8-Jan-24,"2,358.82"
7-Jan-24,"2,257.13"
6-Jan-24,"2,271.36"
5-Jan-24,"2,276.76"
4-Jan-24,"2,294.61"
3-Jan-24,"2,385.12"
2-Jan-24,"2,431.21"
1-Jan-24,"2,352.33"
31-Dec-23,"2,318.51"
30-Dec-23,"2,322.02"
29-Dec-23,"2,386.00"
28-Dec-23,"2,445.02"
27-Dec-23,"2,392.61"
26-Dec-23,"2,274.56"
25-Dec-23,"2,303.55"
24-Dec-23,"2,325.71"
23-Dec-23,"2,332.07"
22-Dec-23,"2,341.95"
21-Dec-23,"2,278.12"
20-Dec-23,"2,263.33"
19-Dec-23,"2,253.35"
18-Dec-23,"2,222.02"
17-Dec-23,"2,244.37"
16-Dec-23,"2,260.81"
15-Dec-23,"2,316.89"
14-Dec-23,"2,331.60"
13-Dec-23,"2,283.10"
12-Dec-23,"2,242.55"
11-Dec-23,"2,354.91"
10-Dec-23,"2,376.75"
9-Dec-23,"2,401.76"
8-Dec-23,"2,387.51"
7-Dec-23,"2,380.73"
6-Dec-23,"2,310.71"
5-Dec-23,"2,306.57"
4-Dec-23,"2,273.07"
3-Dec-23,"2,213.18"
2-Dec-23,"2,182.82"
1-Dec-23,"2,109.32"
30-Nov-23,"2,054.44"
29-Nov-23,"2,071.99"
28-Nov-23,"2,074.95"
27-Nov-23,"2,070.61"
26-Nov-23,"2,094.10"
25-Nov-23,"2,091.34"
24-Nov-23,"2,132.48"
23-Nov-23,"2,088.03"
22-Nov-23,"2,089.51"
21-Nov-23,"2,035.04"
20-Nov-23,"2,066.41"
19-Nov-23,"2,015.63"
18-Nov-23,"1,971.46"
17-Nov-23,"1,990.05"
16-Nov-23,"2,088.66"
15-Nov-23,"2,061.99"
14-Nov-23,"2,065.07"
13-Nov-23,"2,116.01"
12-Nov-23,"2,066.00"
11-Nov-23,"2,089.53"
10-Nov-23,"2,134.69"
9-Nov-23,"2,130.89"
8-Nov-23,"1,904.55"
7-Nov-23,"1,907.56"
6-Nov-23,"1,914.58"
5-Nov-23,"1,911.61"
4-Nov-23,"1,867.26"
3-Nov-23,"1,835.07"
2-Nov-23,"1,873.89"
1-Nov-23,"1,858.31"
31-Oct-23,"1,819.97"
30-Oct-23,"1,829.25"
29-Oct-23,"1,810.49"
28-Oct-23,"1,800.61"
27-Oct-23,"1,804.14"
26-Oct-23,"1,865.10"
25-Oct-23,"1,814.48"
24-Oct-23,"1,852.68"
23-Oct-23,"1,794.07"
22-Oct-23,"1,667.67"
21-Oct-23,"1,641.24"
20-Oct-23,"1,628.61"
19-Oct-23,"1,573.74"
18-Oct-23,"1,584.73"
17-Oct-23,"1,601.29"
16-Oct-23,"1,628.16"
15-Oct-23,"1,565.76"
14-Oct-23,"1,560.33"
13-Oct-23,"1,571.75"
12-Oct-23,"1,566.88"
11-Oct-23,"1,578.22"
10-Oct-23,"1,593.74"
9-Oct-23,"1,635.45"
8-Oct-23,"1,641.18"
7-Oct-23,"1,648.18"
6-Oct-23,"1,659.61"
5-Oct-23,"1,654.38"
4-Oct-23,"1,657.25"
3-Oct-23,"1,670.36"
2-Oct-23,"1,743.56"
1-Oct-23,"1,750.60"
30-Sep-23,"1,692.53"
29-Sep-23,"1,687.28"
28-Sep-23,"1,666.02"
27-Sep-23,"1,631.91"
26-Sep-23,"1,598.10"
25-Sep-23,"1,595.84"
24-Sep-23,"1,600.21"
23-Sep-23,"1,598.00"
22-Sep-23,"1,601.54"
21-Sep-23,"1,625.20"
20-Sep-23,"1,649.62"
19-Sep-23,"1,659.53"
18-Sep-23,"1,669.02"
17-Sep-23,"1,635.51"
16-Sep-23,"1,649.99"
15-Sep-23,"1,652.11"
14-Sep-23,"1,640.52"
13-Sep-23,"1,615.05"
12-Sep-23,"1,619.11"
11-Sep-23,"1,618.31"
10-Sep-23,"1,635.43"
9-Sep-23,"1,636.87"
8-Sep-23,"1,657.14"
7-Sep-23,"1,657.30"
6-Sep-23,"1,656.93"
5-Sep-23,"1,645.95"
4-Sep-23,"1,642.65"
3-Sep-23,"1,645.65"
2-Sep-23,"1,644.03"
1-Sep-23,"1,653.53"
31-Aug-23,"1,720.01"
30-Aug-23,"1,730.56"
29-Aug-23,"1,742.64"
28-Aug-23,"1,659.33"
27-Aug-23,"1,659.27"
26-Aug-23,"1,654.78"
25-Aug-23,"1,671.97"
24-Aug-23,"1,682.49"
23-Aug-23,"1,696.59"
22-Aug-23,"1,668.64"
21-Aug-23,"1,685.08"
20-Aug-23,"1,692.33"
19-Aug-23,"1,693.23"
18-Aug-23,"1,698.12"
17-Aug-23,"1,807.71"
16-Aug-23,"1,829.36"
15-Aug-23,"1,845.55"
14-Aug-23,"1,853.84"
13-Aug-23,"1,859.92"
12-Aug-23,"1,852.28"
11-Aug-23,"1,855.07"
10-Aug-23,"1,863.31"
9-Aug-23,"1,869.74"
8-Aug-23,"1,873.85"
7-Aug-23,"1,842.52"
6-Aug-23,"1,836.25"
5-Aug-23,"1,836.46"
4-Aug-23,"1,847.91"
3-Aug-23,"1,856.41"
2-Aug-23,"1,877.51"
1-Aug-23,"1,873.03"
31-Jul-23,"1,875.63"
30-Jul-23,"1,884.14"
29-Jul-23,"1,885.53"
28-Jul-23,"1,881.46"
27-Jul-23,"1,885.59"
26-Jul-23,"1,886.97"
25-Jul-23,"1,867.32"
24-Jul-23,"1,889.76"
23-Jul-23,"1,904.48"
22-Jul-23,"1,897.09"
21-Jul-23,"1,905.39"
20-Jul-23,"1,919.26"
19-Jul-23,"1,919.26"
18-Jul-23,"1,916.47"
17-Jul-23,"1,936.18"
16-Jul-23,"1,942.03"
15-Jul-23,"1,946.02"
14-Jul-23,"2,026.20"
13-Jul-23,"2,011.89"
12-Jul-23,"1,901.15"
11-Jul-23,"1,889.38"
10-Jul-23,"1,905.46"
9-Jul-23,"1,878.67"
8-Jul-23,"1,872.50"
7-Jul-23,"1,876.96"
6-Jul-23,"1,956.01"
5-Jul-23,"1,942.43"
4-Jul-23,"1,966.37"
3-Jul-23,"1,974.78"
2-Jul-23,"1,958.16"
1-Jul-23,"1,942.70"
30-Jun-23,"1,945.27"
29-Jun-23,"1,876.53"
28-Jun-23,"1,890.21"
27-Jun-23,"1,911.31"
26-Jun-23,"1,905.36"
25-Jun-23,"1,929.08"
24-Jun-23,"1,905.23"
23-Jun-23,"1,932.53"
22-Jun-23,"1,932.07"
21-Jun-23,"1,898.67"
20-Jun-23,"1,793.31"
19-Jun-23,"1,745.13"
18-Jun-23,"1,746.51"
17-Jun-23,"1,766.76"
16-Jun-23,"1,727.29"
15-Jun-23,"1,676.41"
14-Jun-23,"1,749.16"
13-Jun-23,"1,761.96"
12-Jun-23,"1,757.66"
11-Jun-23,"1,776.85"
10-Jun-23,"1,844.79"
9-Jun-23,"1,854.82"
8-Jun-23,"1,861.14"
7-Jun-23,"1,893.81"
6-Jun-23,"1,896.22"
5-Jun-23,"1,890.64"
4-Jun-23,"1,912.21"
3-Jun-23,"1,908.82"
2-Jun-23,"1,910.28"
1-Jun-23,"1,887.71"
31-May-23,"1,907.04"
30-May-23,"1,916.57"
29-May-23,"1,926.42"
28-May-23,"1,915.72"
27-May-23,"1,836.18"
26-May-23,"1,837.87"
25-May-23,"1,815.99"
24-May-23,"1,854.30"
23-May-23,"1,869.34"
22-May-23,"1,826.70"
21-May-23,"1,827.92"
20-May-23,"1,829.01"
19-May-23,"1,826.19"
18-May-23,"1,831.45"
17-May-23,"1,835.55"
16-May-23,"1,830.35"
15-May-23,"1,845.70"
14-May-23,"1,823.49"
13-May-23,"1,816.06"
12-May-23,"1,812.42"
11-May-23,"1,842.49"
10-May-23,"1,886.80"
9-May-23,"1,860.67"
8-May-23,"1,886.16"
7-May-23,"1,934.00"
6-May-23,"2,017.56"
5-May-23,"1,998.41"
4-May-23,"1,915.87"
3-May-23,"1,915.50"
2-May-23,"1,879.76"
1-May-23,"1,886.21"
30-Apr-23,"1,938.42"
29-Apr-23,"1,916.97"
28-Apr-23,"1,923.20"
27-Apr-23,"1,936.95"
26-Apr-23,"1,962.57"
25-Apr-23,"1,877.48"
24-Apr-23,"1,888.19"
23-Apr-23,"1,882.23"
22-Apr-23,"1,886.78"
21-Apr-23,"1,955.65"
20-Apr-23,"1,979.57"
19-Apr-23,"2,104.86"
18-Apr-23,"2,121.53"
17-Apr-23,"2,120.11"
16-Apr-23,"2,137.45"
15-Apr-23,"2,111.08"
14-Apr-23,"2,126.32"
13-Apr-23,"2,022.15"
12-Apr-23,"1,929.88"
11-Apr-23,"1,936.73"
10-Apr-23,"1,917.30"
9-Apr-23,"1,873.06"
8-Apr-23,"1,879.11"
7-Apr-23,"1,882.30"
6-Apr-23,"1,909.27"
5-Apr-23,"1,937.50"
4-Apr-23,"1,886.59"
3-Apr-23,"1,839.16"
2-Apr-23,"1,824.33"
1-Apr-23,"1,840.17"
31-Mar-23,"1,844.68"
30-Mar-23,"1,827.28"
29-Mar-23,"1,825.60"
28-Mar-23,"1,791.11"
27-Mar-23,"1,781.38"
26-Mar-23,"1,797.88"
25-Mar-23,"1,762.67"
24-Mar-23,"1,819.94"
23-Mar-23,"1,853.89"
22-Mar-23,"1,821.46"
21-Mar-23,"1,836.29"
20-Mar-23,"1,807.73"
19-Mar-23,"1,843.84"
18-Mar-23,"1,840.36"
17-Mar-23,"1,799.34"
16-Mar-23,"1,693.14"
15-Mar-23,"1,721.08"
14-Mar-23,"1,779.92"
13-Mar-23,"1,699.91"
12-Mar-23,"1,607.15"
11-Mar-23,"1,484.14"
10-Mar-23,"1,438.76"
9-Mar-23,"1,544.11"
8-Mar-23,"1,568.18"
7-Mar-23,"1,579.16"
6-Mar-23,"1,579.46"
5-Mar-23,"1,584.21"
4-Mar-23,"1,575.64"
3-Mar-23,"1,648.48"
2-Mar-23,"1,672.05"
1-Mar-23,"1,663.43"
28-Feb-23,"1,644.44"
27-Feb-23,"1,662.58"
26-Feb-23,"1,645.27"
25-Feb-23,"1,608.87"
24-Feb-23,"1,661.09"
23-Feb-23,"1,674.60"
22-Feb-23,"1,664.00"
21-Feb-23,"1,714.29"
20-Feb-23,"1,716.49"
19-Feb-23,"1,718.95"
18-Feb-23,"1,705.31"
17-Feb-23,"1,716.78"
16-Feb-23,"1,732.80"
15-Feb-23,"1,674.29"
14-Feb-23,"1,562.03"
13-Feb-23,"1,524.73"
12-Feb-23,"1,545.55"
11-Feb-23,"1,541.33"
10-Feb-23,"1,553.33"
9-Feb-23,"1,655.23"
8-Feb-23,"1,688.53"
7-Feb-23,"1,673.80"
6-Feb-23,"1,653.72"
5-Feb-23,"1,671.77"
4-Feb-23,"1,690.10"
3-Feb-23,"1,670.70"
2-Feb-23,"1,704.46"
1-Feb-23,"1,644.73"
31-Jan-23,"1,598.52"
30-Jan-23,"1,646.65"
29-Jan-23,"1,653.72"
28-Jan-23,"1,604.70"
27-Jan-23,"1,617.00"
26-Jan-23,"1,626.20"
25-Jan-23,"1,632.24"
24-Jan-23,"1,639.72"
23-Jan-23,"1,641.22"
22-Jan-23,"1,658.02"
21-Jan-23,"1,674.18"
20-Jan-23,"1,659.89"
19-Jan-23,"1,557.97"
18-Jan-23,"1,602.11"
17-Jan-23,"1,594.00"
16-Jan-23,"1,594.04"
15-Jan-23,"1,556.95"
14-Jan-23,"1,563.74"
13-Jan-23,"1,461.67"
12-Jan-23,"1,432.28"
11-Jan-23,"1,387.93"
10-Jan-23,"1,342.76"
9-Jan-23,"1,342.14"
8-Jan-23,"1,287.36"
7-Jan-23,"1,270.60"
6-Jan-23,"1,273.22"
5-Jan-23,"1,258.57"
4-Jan-23,"1,264.81"
3-Jan-23,"1,219.10"
2-Jan-23,"1,219.86"
1-Jan-23,"1,203.48"
31-Dec-22,"1,205.09"
30-Dec-22,"1,202.03"
29-Dec-22,"1,204.14"
28-Dec-22,"1,213.13"
27-Dec-22,"1,230.42"
26-Dec-22,"1,226.97"
25-Dec-22,"1,223.52"
24-Dec-22,"1,224.91"
23-Dec-22,"1,227.00"
22-Dec-22,"1,221.99"
21-Dec-22,"1,218.19"
20-Dec-22,"1,224.09"
19-Dec-22,"1,192.92"
18-Dec-22,"1,194.21"
17-Dec-22,"1,189.05"
16-Dec-22,"1,278.16"
15-Dec-22,"1,311.07"
14-Dec-22,"1,346.17"
13-Dec-22,"1,341.44"
12-Dec-22,"1,275.61"
11-Dec-22,"1,281.78"
10-Dec-22,"1,279.53"
9-Dec-22,"1,290.06"
8-Dec-22,"1,286.23"
7-Dec-22,"1,272.69"
6-Dec-22,"1,271.92"
5-Dec-22,"1,302.24"
4-Dec-22,"1,281.49"
3-Dec-22,"1,299.84"
2-Dec-22,"1,294.30"
1-Dec-22,"1,296.00"
30-Nov-22,"1,302.04"
29-Nov-22,"1,222.16"
28-Nov-22,"1,198.74"
27-Nov-22,"1,220.35"
26-Nov-22,"1,227.04"
25-Nov-22,"1,203.80"
24-Nov-22,"1,211.63"
23-Nov-22,"1,185.00"
22-Nov-22,"1,136.44"
21-Nov-22,"1,142.40"
20-Nov-22,"1,224.08"
19-Nov-22,"1,227.84"
18-Nov-22,"1,226.74"
17-Nov-22,"1,224.97"
16-Nov-22,"1,264.49"
15-Nov-22,"1,283.20"
14-Nov-22,"1,284.22"
13-Nov-22,"1,271.71"
12-Nov-22,"1,288.15"
11-Nov-22,"1,302.30"
10-Nov-22,"1,341.79"
9-Nov-22,"1,335.74"
8-Nov-22,"1,574.80"
7-Nov-22,"1,604.48"
6-Nov-22,"1,634.13"
5-Nov-22,"1,660.49"
4-Nov-22,"1,661.33"
3-Nov-22,"1,556.76"
2-Nov-22,"1,613.41"
1-Nov-22,"1,606.61"
31-Oct-22,"1,630.45"
30-Oct-22,"1,637.04"
29-Oct-22,"1,652.38"
28-Oct-22,"1,568.63"
27-Oct-22,"1,574.40"
26-Oct-22,"1,584.64"
25-Oct-22,"1,509.99"
24-Oct-22,"1,368.43"
23-Oct-22,"1,367.76"
22-Oct-22,"1,317.10"
21-Oct-22,"1,305.08"
20-Oct-22,"1,307.86"
19-Oct-22,"1,312.44"
18-Oct-22,"1,339.09"
17-Oct-22,"1,335.65"
16-Oct-22,"1,312.63"
15-Oct-22,"1,300.75"
14-Oct-22,"1,339.74"
13-Oct-22,"1,297.56"
12-Oct-22,"1,303.08"
11-Oct-22,"1,296.27"
10-Oct-22,"1,335.66"
9-Oct-22,"1,327.67"
8-Oct-22,"1,335.95"
7-Oct-22,"1,359.33"
6-Oct-22,"1,380.40"
5-Oct-22,"1,362.45"
4-Oct-22,"1,364.97"
3-Oct-22,"1,326.55"
2-Oct-22,"1,316.33"
1-Oct-22,"1,332.52"
30-Sep-22,"1,368.74"
29-Sep-22,"1,348.11"
28-Sep-22,"1,351.96"
27-Sep-22,"1,396.89"
26-Sep-22,"1,335.53"
25-Sep-22,"1,333.37"
24-Sep-22,"1,346.26"
23-Sep-22,"1,353.29"
22-Sep-22,"1,336.16"
21-Sep-22,"1,384.48"
20-Sep-22,"1,381.97"
19-Sep-22,"1,388.27"
18-Sep-22,"1,469.71"
17-Sep-22,"1,473.06"
16-Sep-22,"1,480.56"
15-Sep-22,"1,648.95"
14-Sep-22,"1,642.16"
13-Sep-22,"1,745.78"
12-Sep-22,"1,778.16"
11-Sep-22,"1,782.73"
10-Sep-22,"1,784.50"
9-Sep-22,"1,735.81"
8-Sep-22,"1,655.06"
7-Sep-22,"1,651.05"
6-Sep-22,"1,680.60"
5-Sep-22,"1,621.66"
4-Sep-22,"1,578.01"
3-Sep-22,"1,579.45"
2-Sep-22,"1,643.18"
1-Sep-22,"1,593.08"
31-Aug-22,"1,612.36"
30-Aug-22,"1,600.46"
29-Aug-22,"1,556.31"
28-Aug-22,"1,505.79"
27-Aug-22,"1,517.15"
26-Aug-22,"1,698.56"
25-Aug-22,"1,718.18"
24-Aug-22,"1,686.56"
23-Aug-22,"1,666.68"
22-Aug-22,"1,622.78"
21-Aug-22,"1,640.94"
20-Aug-22,"1,652.22"
19-Aug-22,"1,847.10"
18-Aug-22,"1,876.38"
17-Aug-22,"1,951.68"
16-Aug-22,"1,910.75"
15-Aug-22,"2,007.21"
14-Aug-22,"2,022.79"
13-Aug-22,"2,013.76"
12-Aug-22,"1,957.55"
11-Aug-22,"1,927.94"
10-Aug-22,"1,869.40"
9-Aug-22,"1,786.12"
8-Aug-22,"1,806.89"
7-Aug-22,"1,724.79"
6-Aug-22,"1,744.33"
5-Aug-22,"1,732.25"
4-Aug-22,"1,658.51"
3-Aug-22,"1,678.10"
2-Aug-22,"1,672.63"
1-Aug-22,"1,700.17"
31-Jul-22,"1,745.88"
30-Jul-22,"1,738.02"
29-Jul-22,"1,759.88"
28-Jul-22,"1,774.58"
27-Jul-22,"1,636.80"
26-Jul-22,"1,445.15"
25-Jul-22,"1,605.34"
24-Jul-22,"1,654.43"
23-Jul-22,"1,591.63"
22-Jul-22,"1,641.21"
21-Jul-22,"1,595.76"
20-Jul-22,"1,612.65"
19-Jul-22,"1,607.03"
18-Jul-22,"1,578.72"
17-Jul-22,"1,378.42"
16-Jul-22,"1,377.94"
15-Jul-22,"1,275.78"
14-Jul-22,"1,202.95"
13-Jul-22,"1,113.59"
12-Jul-22,"1,097.26"
11-Jul-22,"1,169.19"
10-Jul-22,"1,216.90"
9-Jul-22,"1,228.77"
8-Jul-22,"1,262.89"
7-Jul-22,"1,246.89"
6-Jul-22,"1,193.64"
5-Jul-22,"1,165.68"
4-Jul-22,"1,152.94"
3-Jul-22,"1,083.42"
2-Jul-22,"1,073.05"
1-Jul-22,"1,100.22"
30-Jun-22,"1,103.69"
29-Jun-22,"1,152.68"
28-Jun-22,"1,229.74"
27-Jun-22,"1,234.18"
26-Jun-22,"1,272.13"
25-Jun-22,"1,246.39"
24-Jun-22,"1,238.62"
23-Jun-22,"1,146.49"
22-Jun-22,"1,126.26"
21-Jun-22,"1,185.43"
20-Jun-22,"1,159.99"
19-Jun-22,"1,142.34"
18-Jun-22,"1,095.17"
17-Jun-22,"1,112.47"
16-Jun-22,"1,246.14"
15-Jun-22,"1,236.63"
14-Jun-22,"1,252.47"
13-Jun-22,"1,448.74"
12-Jun-22,"1,539.71"
11-Jun-22,"1,679.31"
10-Jun-22,"1,797.61"
9-Jun-22,"1,827.29"
8-Jun-22,"1,830.68"
7-Jun-22,"1,862.91"
6-Jun-22,"1,915.03"
5-Jun-22,"1,825.86"
4-Jun-22,"1,810.30"
3-Jun-22,"1,840.06"
2-Jun-22,"1,845.31"
1-Jun-22,"1,965.17"
31-May-22,"2,005.49"
30-May-22,"2,005.21"
29-May-22,"1,818.78"
28-May-22,"1,757.94"
27-May-22,"1,814.66"
26-May-22,"1,962.17"
25-May-22,"2,014.37"
24-May-22,"1,991.54"
23-May-22,"2,080.33"
22-May-22,"2,047.19"
21-May-22,"1,985.40"
20-May-22,"2,054.80"
19-May-22,"2,028.39"
18-May-22,"2,102.33"
17-May-22,"2,113.06"
16-May-22,"2,145.84"
15-May-22,"2,147.19"
14-May-22,"2,063.43"
13-May-22,"2,139.71"
12-May-22,"2,170.46"
11-May-22,"2,441.08"
10-May-22,"2,450.76"
9-May-22,"2,528.26"
8-May-22,"2,638.83"
7-May-22,"2,696.65"
6-May-22,"2,754.84"
5-May-22,"2,948.96"
4-May-22,"2,956.69"
