Date,High
27-Jun-24,"62,293.86"
26-Jun-24,"62,434.14"
25-Jun-24,"62,258.26"
24-Jun-24,"63,292.53"
23-Jun-24,"64,491.70"
22-Jun-24,"64,475.47"
21-Jun-24,"65,007.55"
20-Jun-24,"66,438.96"
19-Jun-24,"65,695.35"
18-Jun-24,"66,556.70"
17-Jun-24,"67,188.32"
16-Jun-24,"66,894.84"
15-Jun-24,"66,402.19"
14-Jun-24,"67,294.65"
13-Jun-24,"68,365.78"
12-Jun-24,"69,977.89"
11-Jun-24,"69,549.41"
10-Jun-24,"70,146.07"
9-Jun-24,"69,817.52"
8-Jun-24,"69,533.32"
7-Jun-24,"71,907.85"
6-Jun-24,"71,625.73"
5-Jun-24,"71,735.41"
4-Jun-24,"71,047.41"
3-Jun-24,"70,230.82"
2-Jun-24,"68,409.16"
1-Jun-24,"67,839.77"
31-May-24,"68,999.56"
30-May-24,"69,500.54"
29-May-24,"68,852.46"
28-May-24,"69,514.64"
27-May-24,"70,597.88"
26-May-24,"69,506.23"
25-May-24,"69,579.32"
24-May-24,"69,220.30"
23-May-24,"70,041.27"
22-May-24,"70,623.70"
21-May-24,"71,946.46"
20-May-24,"71,483.56"
19-May-24,"67,694.30"
18-May-24,"67,387.33"
17-May-24,"67,459.46"
16-May-24,"66,712.43"
15-May-24,"66,454.45"
14-May-24,"63,092.13"
13-May-24,"63,422.66"
12-May-24,"61,818.16"
11-May-24,"61,451.15"
10-May-24,"63,446.74"
9-May-24,"63,404.91"
8-May-24,"62,986.09"
7-May-24,"64,390.46"
6-May-24,"65,494.90"
5-May-24,"64,610.89"
4-May-24,"64,494.96"
3-May-24,"63,320.50"
2-May-24,"59,602.30"
1-May-24,"60,780.50"
30-Apr-24,"64,703.33"
29-Apr-24,"64,174.88"
28-Apr-24,"64,321.48"
27-Apr-24,"63,898.36"
26-Apr-24,"64,789.66"
25-Apr-24,"65,275.21"
24-Apr-24,"67,075.37"
23-Apr-24,"67,199.24"
22-Apr-24,"67,233.96"
21-Apr-24,"65,723.24"
20-Apr-24,"65,442.46"
19-Apr-24,"65,481.60"
18-Apr-24,"64,125.69"
17-Apr-24,"64,486.36"
16-Apr-24,"64,355.67"
15-Apr-24,"66,878.65"
14-Apr-24,"65,824.43"
13-Apr-24,"67,931.43"
12-Apr-24,"71,222.74"
11-Apr-24,"71,256.23"
10-Apr-24,"71,093.43"
9-Apr-24,"71,742.51"
8-Apr-24,"72,715.36"
7-Apr-24,"70,284.43"
6-Apr-24,"69,629.60"
5-Apr-24,"68,725.76"
4-Apr-24,"69,291.26"
3-Apr-24,"66,914.32"
2-Apr-24,"69,708.38"
1-Apr-24,"71,342.09"
31-Mar-24,"71,377.78"
30-Mar-24,"70,355.49"
29-Mar-24,"70,913.09"
28-Mar-24,"71,546.02"
27-Mar-24,"71,727.69"
26-Mar-24,"71,535.74"
25-Mar-24,"71,162.59"
24-Mar-24,"67,622.76"
23-Mar-24,"65,976.40"
22-Mar-24,"66,623.75"
21-Mar-24,"68,199.99"
20-Mar-24,"68,115.26"
19-Mar-24,"68,106.93"
18-Mar-24,"68,897.13"
17-Mar-24,"68,845.72"
16-Mar-24,"70,046.27"
15-Mar-24,"72,357.13"
14-Mar-24,"73,750.07"
13-Mar-24,"73,637.48"
12-Mar-24,"72,825.66"
11-Mar-24,"72,850.71"
10-Mar-24,"70,005.20"
9-Mar-24,"68,673.05"
8-Mar-24,"70,083.05"
7-Mar-24,"68,029.92"
6-Mar-24,"67,637.93"
5-Mar-24,"69,170.63"
4-Mar-24,"68,537.03"
3-Mar-24,"63,230.21"
2-Mar-24,"62,458.70"
1-Mar-24,"63,155.10"
29-Feb-24,"63,585.64"
28-Feb-24,"63,913.13"
27-Feb-24,"57,537.84"
26-Feb-24,"54,938.18"
25-Feb-24,"51,950.03"
24-Feb-24,"51,684.20"
23-Feb-24,"51,497.93"
22-Feb-24,"52,009.61"
21-Feb-24,"52,368.82"
20-Feb-24,"52,945.05"
19-Feb-24,"52,483.32"
18-Feb-24,"52,356.96"
17-Feb-24,"52,191.91"
16-Feb-24,"52,537.97"
15-Feb-24,"52,820.07"
14-Feb-24,"52,021.37"
13-Feb-24,"50,358.39"
12-Feb-24,"50,280.48"
11-Feb-24,"48,535.94"
10-Feb-24,"48,146.17"
9-Feb-24,"48,152.50"
8-Feb-24,"45,575.84"
7-Feb-24,"44,341.95"
6-Feb-24,"43,344.15"
5-Feb-24,"43,494.25"
4-Feb-24,"43,097.64"
3-Feb-24,"43,359.94"
2-Feb-24,"43,422.49"
1-Feb-24,"43,243.17"
31-Jan-24,"43,717.41"
30-Jan-24,"43,838.95"
29-Jan-24,"43,305.87"
28-Jan-24,"42,797.18"
27-Jan-24,"42,195.63"
26-Jan-24,"42,209.39"
25-Jan-24,"40,254.48"
24-Jan-24,"40,483.79"
23-Jan-24,"40,127.35"
22-Jan-24,"41,651.21"
21-Jan-24,"41,855.37"
20-Jan-24,"41,877.89"
19-Jan-24,"42,134.16"
18-Jan-24,"42,876.35"
17-Jan-24,"43,189.89"
16-Jan-24,"43,566.27"
15-Jan-24,"43,319.72"
14-Jan-24,"43,065.60"
13-Jan-24,"43,234.66"
12-Jan-24,"46,498.14"
11-Jan-24,"48,969.37"
10-Jan-24,"47,647.22"
9-Jan-24,"47,893.70"
8-Jan-24,"47,218.00"
7-Jan-24,"44,495.57"
6-Jan-24,"44,227.63"
5-Jan-24,"44,353.29"
4-Jan-24,"44,770.02"
3-Jan-24,"45,503.24"
2-Jan-24,"45,899.71"
1-Jan-24,"44,175.44"
31-Dec-23,"42,860.94"
30-Dec-23,"42,584.13"
29-Dec-23,"43,124.32"
28-Dec-23,"43,804.78"
27-Dec-23,"43,683.16"
26-Dec-23,"43,603.18"
25-Dec-23,"43,765.09"
24-Dec-23,"43,945.52"
23-Dec-23,"44,015.70"
22-Dec-23,"44,367.96"
21-Dec-23,"44,240.67"
20-Dec-23,"44,275.59"
19-Dec-23,"43,354.30"
18-Dec-23,"42,720.30"
17-Dec-23,"42,359.50"
16-Dec-23,"42,664.95"
15-Dec-23,"43,087.82"
14-Dec-23,"43,390.86"
13-Dec-23,"43,429.78"
12-Dec-23,"42,048.30"
11-Dec-23,"43,808.38"
10-Dec-23,"44,034.63"
9-Dec-23,"44,361.26"
8-Dec-23,"44,705.52"
7-Dec-23,"44,042.59"
6-Dec-23,"44,265.77"
5-Dec-23,"44,408.66"
4-Dec-23,"42,371.75"
3-Dec-23,"40,135.61"
2-Dec-23,"39,678.94"
1-Dec-23,"38,954.11"
30-Nov-23,"38,141.75"
29-Nov-23,"38,366.11"
28-Nov-23,"38,368.48"
27-Nov-23,"37,559.36"
26-Nov-23,"37,820.30"
25-Nov-23,"37,892.43"
24-Nov-23,"38,415.34"
23-Nov-23,"37,643.92"
22-Nov-23,"37,856.98"
21-Nov-23,"37,631.14"
20-Nov-23,"37,756.82"
19-Nov-23,"37,509.36"
18-Nov-23,"36,839.28"
17-Nov-23,"36,704.48"
16-Nov-23,"37,934.63"
15-Nov-23,"37,964.89"
14-Nov-23,"36,753.35"
13-Nov-23,"37,405.12"
12-Nov-23,"37,227.69"
11-Nov-23,"37,407.09"
10-Nov-23,"37,493.80"
9-Nov-23,"37,926.26"
8-Nov-23,"35,994.42"
7-Nov-23,"35,892.42"
6-Nov-23,"35,286.03"
5-Nov-23,"35,340.34"
4-Nov-23,"35,256.03"
3-Nov-23,"34,942.47"
2-Nov-23,"35,919.84"
1-Nov-23,"35,527.93"
31-Oct-23,"34,719.25"
30-Oct-23,"34,843.93"
29-Oct-23,"34,743.26"
28-Oct-23,"34,399.39"
27-Oct-23,"34,238.21"
26-Oct-23,"34,832.91"
25-Oct-23,"35,133.76"
24-Oct-23,"35,150.43"
23-Oct-23,"34,370.44"
22-Oct-23,"30,199.43"
21-Oct-23,"30,287.48"
20-Oct-23,"30,104.09"
19-Oct-23,"28,892.47"
18-Oct-23,"28,889.01"
17-Oct-23,"28,618.75"
16-Oct-23,"29,448.14"
15-Oct-23,"27,289.17"
14-Oct-23,"26,969.00"
13-Oct-23,"27,092.70"
12-Oct-23,"26,921.44"
11-Oct-23,"27,474.12"
10-Oct-23,"27,715.85"
9-Oct-23,"27,989.47"
8-Oct-23,"28,102.17"
7-Oct-23,"28,028.09"
6-Oct-23,"28,252.54"
5-Oct-23,"28,091.86"
4-Oct-23,"27,826.66"
3-Oct-23,"27,667.19"
2-Oct-23,"28,494.46"
1-Oct-23,"28,047.24"
30-Sep-23,"27,091.79"
29-Sep-23,"27,225.94"
28-Sep-23,"27,259.50"
27-Sep-23,"26,817.84"
26-Sep-23,"26,389.88"
25-Sep-23,"26,421.51"
24-Sep-23,"26,716.06"
23-Sep-23,"26,634.19"
22-Sep-23,"26,726.08"
21-Sep-23,"27,152.94"
20-Sep-23,"27,379.51"
19-Sep-23,"27,488.76"
18-Sep-23,"27,414.73"
17-Sep-23,"26,618.00"
16-Sep-23,"26,754.77"
15-Sep-23,"26,840.50"
14-Sep-23,"26,774.62"
13-Sep-23,"26,376.11"
12-Sep-23,"26,451.94"
11-Sep-23,"25,883.95"
10-Sep-23,"25,978.13"
9-Sep-23,"25,921.98"
8-Sep-23,"26,414.01"
7-Sep-23,"26,409.30"
6-Sep-23,"25,953.02"
5-Sep-23,"25,858.38"
4-Sep-23,"26,081.53"
3-Sep-23,"26,087.15"
2-Sep-23,"25,970.29"
1-Sep-23,"26,125.87"
31-Aug-23,"27,456.08"
30-Aug-23,"27,760.16"
29-Aug-23,"28,089.34"
28-Aug-23,"26,198.58"
27-Aug-23,"26,165.37"
26-Aug-23,"26,107.38"
25-Aug-23,"26,248.10"
24-Aug-23,"26,554.91"
23-Aug-23,"26,786.90"
22-Aug-23,"26,135.51"
21-Aug-23,"26,220.20"
20-Aug-23,"26,260.68"
19-Aug-23,"26,249.45"
18-Aug-23,"26,808.20"
17-Aug-23,"28,745.95"
16-Aug-23,"29,221.98"
15-Aug-23,"29,439.12"
14-Aug-23,"29,660.25"
13-Aug-23,"29,441.43"
12-Aug-23,"29,465.11"
11-Aug-23,"29,517.77"
10-Aug-23,"29,688.56"
9-Aug-23,"30,093.44"
8-Aug-23,"30,176.80"
7-Aug-23,"29,244.28"
6-Aug-23,"29,160.82"
5-Aug-23,"29,102.46"
4-Aug-23,"29,302.08"
3-Aug-23,"29,375.71"
2-Aug-23,"29,988.00"
1-Aug-23,"29,675.73"
31-Jul-23,"29,489.87"
30-Jul-23,"29,443.17"
29-Jul-23,"29,396.84"
28-Jul-23,"29,521.51"
27-Jul-23,"29,560.97"
26-Jul-23,"29,675.55"
25-Jul-23,"29,353.16"
24-Jul-23,"30,093.39"
23-Jul-23,"30,330.64"
22-Jul-23,"29,991.62"
21-Jul-23,"30,046.00"
20-Jul-23,"30,195.53"
19-Jul-23,"30,184.18"
18-Jul-23,"30,233.66"
17-Jul-23,"30,336.40"
16-Jul-23,"30,437.56"
15-Jul-23,"30,407.78"
14-Jul-23,"31,582.25"
13-Jul-23,"31,814.52"
12-Jul-23,"30,959.96"
11-Jul-23,"30,788.31"
10-Jul-23,"31,026.08"
9-Jul-23,"30,427.59"
8-Jul-23,"30,374.44"
7-Jul-23,"30,434.64"
6-Jul-23,"31,460.05"
5-Jul-23,"30,877.33"
4-Jul-23,"31,325.20"
3-Jul-23,"31,375.61"
2-Jul-23,"30,766.14"
1-Jul-23,"30,641.29"
30-Jun-23,"31,256.86"
29-Jun-23,"30,796.25"
28-Jun-23,"30,703.28"
27-Jun-23,"31,006.79"
26-Jun-23,"30,636.03"
25-Jun-23,"31,041.27"
24-Jun-23,"30,804.15"
23-Jun-23,"31,389.54"
22-Jun-23,"30,496.00"
21-Jun-23,"30,737.33"
20-Jun-23,"28,388.97"
19-Jun-23,"26,984.61"
18-Jun-23,"26,675.93"
17-Jun-23,"26,769.39"
16-Jun-23,"26,463.17"
15-Jun-23,"25,735.31"
14-Jun-23,"26,041.80"
13-Jun-23,"26,376.35"
12-Jun-23,"26,087.92"
11-Jun-23,"26,203.44"
10-Jun-23,"26,531.04"
9-Jun-23,"26,770.29"
8-Jun-23,"26,797.51"
7-Jun-23,"27,332.18"
6-Jun-23,"27,313.82"
5-Jun-23,"27,129.98"
4-Jun-23,"27,407.02"
3-Jun-23,"27,317.05"
2-Jun-23,"27,303.86"
1-Jun-23,"27,346.11"
31-May-23,"27,831.68"
30-May-23,"28,044.76"
29-May-23,"28,432.04"
28-May-23,"28,193.45"
27-May-23,"26,888.88"
26-May-23,"26,916.67"
25-May-23,"26,591.52"
24-May-23,"27,224.60"
23-May-23,"27,434.68"
22-May-23,"27,045.73"
21-May-23,"27,265.92"
20-May-23,"27,155.16"
19-May-23,"27,128.62"
18-May-23,"27,466.53"
17-May-23,"27,465.93"
16-May-23,"27,299.30"
15-May-23,"27,646.35"
14-May-23,"27,150.98"
13-May-23,"27,030.48"
12-May-23,"27,055.65"
11-May-23,"27,621.94"
10-May-23,"28,322.69"
9-May-23,"27,821.40"
8-May-23,"28,663.27"
7-May-23,"29,157.52"
6-May-23,"29,820.13"
5-May-23,"29,668.91"
4-May-23,"29,353.19"
3-May-23,"29,259.53"
2-May-23,"28,881.30"
1-May-23,"29,329.94"
30-Apr-23,"29,952.03"
29-Apr-23,"29,452.46"
28-Apr-23,"29,572.79"
27-Apr-23,"29,871.55"
26-Apr-23,"29,995.84"
25-Apr-23,"28,371.08"
24-Apr-23,"27,979.98"
23-Apr-23,"27,820.24"
22-Apr-23,"27,872.14"
21-Apr-23,"28,349.97"
20-Apr-23,"29,076.40"
19-Apr-23,"30,411.05"
18-Apr-23,"30,470.30"
17-Apr-23,"30,319.20"
16-Apr-23,"30,555.54"
15-Apr-23,"30,601.74"
14-Apr-23,"31,005.61"
13-Apr-23,"30,539.85"
12-Apr-23,"30,462.48"
11-Apr-23,"30,509.08"
10-Apr-23,"29,771.46"
9-Apr-23,"28,532.83"
8-Apr-23,"28,159.86"
7-Apr-23,"28,111.59"
6-Apr-23,"28,178.38"
5-Apr-23,"28,739.24"
4-Apr-23,"28,433.74"
3-Apr-23,"28,475.62"
2-Apr-23,"28,518.96"
1-Apr-23,"28,802.46"
31-Mar-23,"28,639.90"
30-Mar-23,"29,159.90"
29-Mar-23,"28,619.54"
28-Mar-23,"27,460.72"
27-Mar-23,"28,037.93"
26-Mar-23,"28,178.14"
25-Mar-23,"27,791.83"
24-Mar-23,"28,388.44"
23-Mar-23,"28,729.84"
22-Mar-23,"28,803.34"
21-Mar-23,"28,439.56"
20-Mar-23,"28,527.72"
19-Mar-23,"28,440.56"
18-Mar-23,"27,725.95"
17-Mar-23,"27,787.81"
16-Mar-23,"25,190.33"
15-Mar-23,"25,240.62"
14-Mar-23,"26,514.72"
13-Mar-23,"24,550.84"
12-Mar-23,"22,185.03"
11-Mar-23,"20,792.53"
10-Mar-23,"20,370.60"
9-Mar-23,"21,802.72"
8-Mar-23,"22,268.90"
7-Mar-23,"22,527.42"
6-Mar-23,"22,584.29"
5-Mar-23,"22,613.69"
4-Mar-23,"22,405.18"
3-Mar-23,"23,479.35"
2-Mar-23,"23,739.14"
1-Mar-23,"23,880.63"
28-Feb-23,"23,585.38"
27-Feb-23,"23,857.89"
26-Feb-23,"23,654.37"
25-Feb-23,"23,210.21"
24-Feb-23,"24,103.71"
23-Feb-23,"24,572.09"
22-Feb-23,"24,472.34"
21-Feb-23,"25,126.85"
20-Feb-23,"25,020.46"
19-Feb-23,"25,093.05"
18-Feb-23,"24,798.84"
17-Feb-23,"24,924.04"
16-Feb-23,"25,134.12"
15-Feb-23,"24,307.84"
14-Feb-23,"22,293.14"
13-Feb-23,"21,898.41"
12-Feb-23,"22,060.99"
11-Feb-23,"21,891.41"
10-Feb-23,"21,941.19"
9-Feb-23,"22,996.44"
8-Feb-23,"23,367.96"
7-Feb-23,"23,310.97"
6-Feb-23,"23,119.28"
5-Feb-23,"23,423.44"
4-Feb-23,"23,556.95"
3-Feb-23,"23,678.10"
2-Feb-23,"24,167.21"
1-Feb-23,"23,764.54"
31-Jan-23,"23,225.02"
30-Jan-23,"23,789.35"
29-Jan-23,"23,919.89"
28-Jan-23,"23,165.90"
27-Jan-23,"23,417.72"
26-Jan-23,"23,237.08"
25-Jan-23,"23,722.10"
24-Jan-23,"23,134.01"
23-Jan-23,"23,126.49"
22-Jan-23,"23,056.73"
21-Jan-23,"23,282.35"
20-Jan-23,"22,692.36"
19-Jan-23,"21,163.01"
18-Jan-23,"21,564.50"
17-Jan-23,"21,438.66"
16-Jan-23,"21,360.88"
15-Jan-23,"20,993.75"
14-Jan-23,"21,075.14"
13-Jan-23,"19,964.32"
12-Jan-23,"19,030.09"
11-Jan-23,"17,934.90"
10-Jan-23,"17,484.72"
9-Jan-23,"17,389.96"
8-Jan-23,"17,091.14"
7-Jan-23,"16,975.02"
6-Jan-23,"16,991.99"
5-Jan-23,"16,884.02"
4-Jan-23,"16,964.59"
3-Jan-23,"16,760.45"
2-Jan-23,"16,759.34"
1-Jan-23,"16,630.44"
31-Dec-22,"16,628.99"
30-Dec-22,"16,643.43"
29-Dec-22,"16,651.76"
28-Dec-22,"16,768.17"
27-Dec-22,"16,959.85"
26-Dec-22,"16,920.12"
25-Dec-22,"16,860.55"
24-Dec-22,"16,864.70"
23-Dec-22,"16,905.22"
22-Dec-22,"16,866.67"
21-Dec-22,"16,916.80"
20-Dec-22,"17,012.98"
19-Dec-22,"16,807.53"
18-Dec-22,"16,815.39"
17-Dec-22,"16,800.59"
16-Dec-22,"17,505.53"
15-Dec-22,"17,846.74"
14-Dec-22,"18,318.53"
13-Dec-22,"17,930.09"
12-Dec-22,"17,212.56"
11-Dec-22,"17,245.63"
10-Dec-22,"17,216.83"
9-Dec-22,"17,280.55"
8-Dec-22,"17,267.92"
7-Dec-22,"17,109.38"
6-Dec-22,"17,091.86"
5-Dec-22,"17,378.15"
4-Dec-22,"17,157.77"
3-Dec-22,"17,116.04"
2-Dec-22,"17,088.66"
1-Dec-22,"17,197.50"
30-Nov-22,"17,190.94"
29-Nov-22,"16,522.26"
28-Nov-22,"16,482.93"
27-Nov-22,"16,594.41"
26-Nov-22,"16,666.86"
25-Nov-22,"16,603.32"
24-Nov-22,"16,771.47"
23-Nov-22,"16,638.19"
22-Nov-22,"16,253.05"
21-Nov-22,"16,291.22"
20-Nov-22,"16,746.78"
19-Nov-22,"16,797.88"
18-Nov-22,"16,947.06"
17-Nov-22,"16,726.44"
16-Nov-22,"16,960.29"
15-Nov-22,"17,051.96"
14-Nov-22,"17,109.32"
13-Nov-22,"16,920.77"
12-Nov-22,"17,066.68"
11-Nov-22,"17,650.94"
10-Nov-22,"18,054.31"
9-Nov-22,"18,590.46"
8-Nov-22,"20,664.61"
7-Nov-22,"21,053.25"
6-Nov-22,"21,345.38"
5-Nov-22,"21,446.89"
4-Nov-22,"21,209.56"
3-Nov-22,"20,382.10"
2-Nov-22,"20,742.81"
1-Nov-22,"20,647.29"
31-Oct-22,"20,795.32"
30-Oct-22,"20,917.01"
29-Oct-22,"20,988.39"
28-Oct-22,"20,724.98"
27-Oct-22,"20,854.04"
26-Oct-22,"20,938.13"
25-Oct-22,"20,348.41"
24-Oct-22,"19,589.13"
23-Oct-22,"19,646.65"
22-Oct-22,"19,248.07"
21-Oct-22,"19,237.38"
20-Oct-22,"19,315.20"
19-Oct-22,"19,348.42"
18-Oct-22,"19,666.99"
17-Oct-22,"19,635.80"
16-Oct-22,"19,389.60"
15-Oct-22,"19,212.54"
14-Oct-22,"19,889.15"
13-Oct-22,"19,453.33"
12-Oct-22,"19,203.20"
11-Oct-22,"19,241.96"
10-Oct-22,"19,515.47"
9-Oct-22,"19,542.54"
8-Oct-22,"19,601.70"
7-Oct-22,"20,041.09"
6-Oct-22,"20,408.39"
5-Oct-22,"20,343.75"
4-Oct-22,"20,380.34"
3-Oct-22,"19,653.54"
2-Oct-22,"19,370.31"
1-Oct-22,"19,471.15"
30-Sep-22,"20,109.85"
29-Sep-22,"19,589.27"
28-Sep-22,"19,688.34"
27-Sep-22,"20,338.46"
26-Sep-22,"19,274.87"
25-Sep-22,"19,134.73"
24-Sep-22,"19,310.20"
23-Sep-22,"19,464.67"
22-Sep-22,"19,456.91"
21-Sep-22,"19,674.63"
20-Sep-22,"19,602.46"
19-Sep-22,"19,639.48"
18-Sep-22,"20,127.23"
17-Sep-22,"20,162.53"
16-Sep-22,"19,870.63"
15-Sep-22,"20,318.17"
14-Sep-22,"20,467.20"
13-Sep-22,"22,673.82"
12-Sep-22,"22,439.18"
11-Sep-22,"21,770.55"
10-Sep-22,"21,760.28"
9-Sep-22,"21,439.41"
8-Sep-22,"19,417.35"
7-Sep-22,"19,427.17"
6-Sep-22,"20,155.27"
5-Sep-22,"20,031.16"
4-Sep-22,"19,999.69"
3-Sep-22,"20,037.01"
2-Sep-22,"20,401.57"
1-Sep-22,"20,198.39"
31-Aug-22,"20,420.99"
30-Aug-22,"20,542.64"
29-Aug-22,"20,357.46"
28-Aug-22,"20,139.05"
27-Aug-22,"20,340.78"
26-Aug-22,"21,804.91"
25-Aug-22,"21,789.64"
24-Aug-22,"21,783.08"
23-Aug-22,"21,646.20"
22-Aug-22,"21,531.46"
21-Aug-22,"21,668.85"
20-Aug-22,"21,350.81"
19-Aug-22,"23,213.31"
18-Aug-22,"23,563.83"
17-Aug-22,"24,407.06"
16-Aug-22,"24,228.42"
15-Aug-22,"25,135.59"
14-Aug-22,"24,974.91"
13-Aug-22,"24,860.05"
12-Aug-22,"24,412.57"
11-Aug-22,"24,822.63"
10-Aug-22,"24,127.41"
9-Aug-22,"23,898.62"
8-Aug-22,"24,203.69"
7-Aug-22,"23,359.01"
6-Aug-22,"23,326.56"
5-Aug-22,"23,422.83"
4-Aug-22,"23,198.01"
3-Aug-22,"23,578.65"
2-Aug-22,"23,415.04"
1-Aug-22,"23,464.79"
31-Jul-22,"24,121.64"
30-Jul-22,"24,572.58"
29-Jul-22,"24,294.79"
28-Jul-22,"24,110.47"
27-Jul-22,"22,986.53"
26-Jul-22,"21,361.12"
25-Jul-22,"22,649.12"
24-Jul-22,"22,974.00"
23-Jul-22,"22,977.21"
22-Jul-22,"23,671.93"
21-Jul-22,"23,388.32"
20-Jul-22,"24,196.82"
19-Jul-22,"23,666.96"
18-Jul-22,"22,633.03"
17-Jul-22,"21,600.64"
16-Jul-22,"21,514.40"
15-Jul-22,"21,138.24"
14-Jul-22,"20,789.89"
13-Jul-22,"20,223.05"
12-Jul-22,"20,043.45"
11-Jul-22,"20,856.35"
10-Jul-22,"21,591.08"
9-Jul-22,"21,877.14"
8-Jul-22,"22,314.94"
7-Jul-22,"21,771.82"
6-Jul-22,"20,595.53"
5-Jul-22,"20,635.47"
4-Jul-22,"20,258.75"
3-Jul-22,"19,558.27"
2-Jul-22,"19,371.75"
1-Jul-22,"20,632.67"
30-Jun-22,"20,141.16"
29-Jun-22,"20,364.16"
28-Jun-22,"21,164.42"
27-Jun-22,"21,478.09"
26-Jun-22,"21,783.72"
25-Jun-22,"21,520.91"
24-Jun-22,"21,472.92"
23-Jun-22,"21,135.76"
22-Jun-22,"20,835.75"
21-Jun-22,"21,620.63"
20-Jun-22,"20,913.32"
19-Jun-22,"20,683.82"
18-Jun-22,"20,736.04"
17-Jun-22,"21,243.31"
16-Jun-22,"22,868.92"
15-Jun-22,"22,642.67"
14-Jun-22,"23,018.95"
13-Jun-22,"26,795.59"
12-Jun-22,"28,502.69"
11-Jun-22,"29,401.92"
10-Jun-22,"30,245.81"
9-Jun-22,"30,609.31"
8-Jun-22,"31,253.69"
7-Jun-22,"31,489.68"
6-Jun-22,"31,693.29"
5-Jun-22,"30,117.74"
4-Jun-22,"29,930.56"
3-Jun-22,"30,633.04"
2-Jun-22,"30,604.73"
1-Jun-22,"31,957.29"
31-May-22,"32,249.86"
30-May-22,"31,949.63"
29-May-22,"29,498.01"
28-May-22,"28,814.90"
27-May-22,"29,346.94"
26-May-22,"29,834.16"
25-May-22,"30,157.79"
24-May-22,"29,774.36"
23-May-22,"30,590.59"
22-May-22,"30,425.86"
21-May-22,"29,588.87"
20-May-22,"30,664.98"
19-May-22,"30,430.75"
18-May-22,"30,618.72"
17-May-22,"30,694.49"
16-May-22,"31,305.34"
15-May-22,"31,308.19"
14-May-22,"30,192.80"
13-May-22,"30,924.80"
12-May-22,"30,032.44"
11-May-22,"32,013.40"
10-May-22,"32,596.31"
9-May-22,"34,222.07"
8-May-22,"35,502.94"
7-May-22,"36,129.93"
6-May-22,"36,624.36"
5-May-22,"39,789.28"
4-May-22,"39,902.95"
